env_steps,grad_steps,eval_return,eval_std,train_return,episodes,wall_time,wm_loss,recon,rew_loss,cont_loss,kl,wm_gradnorm,actor_loss,critic_loss,imag_return,imag_reward,imag_value,entropy,actor_gradnorm,critic_gradnorm
1000,1,10.6,0.8,25.2,41,1.801954746246338,8.355923652648926,4.354038715362549,1.3523094654083252,0.8192199468612671,1.888155221939087,12.079100608825684,-0.28066498041152954,0.3856056034564972,1.728829026222229,0.832099199295044,0.09354989230632782,0.6790621876716614,0.09260652959346771,2.4936363697052
2000,201,44.8,10.127191120937729,54.4,92,66.66116189956665,5.805489265918732,3.8657626450061797,0.9243411871790886,0.7017514183372259,0.7971987108886242,1.7175808255374432,-6.460013606846332,6.773325043320656,8.143011407852173,1.0057228338718414,2.9490371331572534,0.25770686570554974,0.7773496100434568,24.56778473675251
3000,401,227.4,41.95521421706723,111.1,99,134.96465039253235,5.695051074028015,3.7692687034606935,0.9193964552879333,0.1805980654899031,0.8278958076238632,1.4756553061306477,-10.016246953010558,9.993009722232818,12.170043168067933,0.9956119811534881,8.80999335050583,0.1098724077269435,0.4906296032480896,36.58172761917114
4000,601,248.8,27.95997138768207,199.7,102,205.69291162490845,5.679697451591491,3.7623042023181914,0.9193350753188133,0.09188818842638284,0.8577036085724831,1.1417777030169964,-13.511629509925843,9.705057554244995,15.5211154794693,0.9939372909069061,11.753536806106567,0.10760086312890053,0.15983584173955023,39.98852222442627
5000,801,309.4,22.00545386943882,272.3,107,276.87785816192627,5.639636726379394,3.731591752767563,0.9194131019711494,0.05356926876178477,0.8516881653666496,0.8525192571431398,-17.450599632263184,9.193611042499542,19.51638702392578,0.9949215704202652,15.392250289916992,0.13332836344838142,0.06828718434553593,41.785946979522706
6000,1001,272.0,57.73387220687696,217.4,111,345.8246805667877,5.628748490810394,3.7269817292690277,0.9195019230246544,0.03491074044439301,0.8441840288043022,0.8395827936381102,-21.564623861312867,8.47246975183487,23.716789026260376,0.9955902028083802,19.534269752502443,0.15824711129069327,0.05911976583302021,42.612917537689206
7000,1201,160.6,10.287856919689348,208.7,115,430.25428462028503,5.623306431770325,3.716466828584671,0.9193745893239975,0.03086845126039407,0.8270777094364167,0.7055450451374053,-25.6404536819458,7.5393960309028625,28.26830108642578,0.9967269793152809,24.2534840965271,0.21853375807404518,0.0957980358088389,42.034165163040164
8000,1401,274.6,51.21171740920236,236.7,119,509.24513936042786,5.623440203666687,3.717743619680405,0.919104887843132,0.02857430317591934,0.8226772364974022,0.6842619157582521,-29.731613359451295,6.651451758146286,32.4551499080658,0.9979913613200188,28.628532733917236,0.23684100411832332,0.08252445552498103,40.71047694206238
9000,1601,167.0,20.5621010599598,257.9,123,569.49977850914,5.61995991230011,3.7075103759765624,0.919059825539589,0.02239876055144123,0.8000283589959145,0.750568394958973,-33.86623035430908,5.773194676637649,37.013451194763185,0.9985513460636138,33.41924860954285,0.35736736983060835,0.06115021525416523,38.842640495300294
10000,1801,197.6,39.55047408059731,233.4,127,677.6934680938721,5.617856690883636,3.7077138233184814,0.9190862876176834,0.022073595303518233,0.8230181789398193,0.649553380087018,-37.85704495429993,5.027757624387741,41.17842329025269,0.9983701089024544,37.86617364883423,0.39068165510892866,0.08232829947955907,36.47431022644043
11000,2001,146.4,16.19382598399773,216.9,132,812.7389914989471,5.61388640165329,3.7021436536312105,0.9190861263871193,0.01655738833182113,0.8191214388608933,0.5485148816555738,-41.772169246673585,4.3999462938308715,45.339776096343996,0.9980640757083893,42.21288661956787,0.41099214285612107,0.08793279134202749,33.99254015922546
